kind,name,source,handler,auth_dependencies,review_status,test_evidence
rpc,mail.catchall.get,daemon/handlers_mail.py,get_catchall,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,mail.catchall.set,daemon/handlers_mail.py,set_catchall,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,mail.change_password,daemon/handlers_mail.py,change_mailbox_password,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active
rpc,mail.create_domain,daemon/handlers_mail.py,create_mail_domain,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active
rpc,mail.create_mailbox,daemon/handlers_mail.py,create_mailbox,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active
rpc,mail.delete_domain,daemon/handlers_mail.py,delete_mail_domain,kernel-peer-uid; root-credential; policy=root_internal,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active; BSA-2026-045: domain-wide spam rules/prefs cleanup; retain cache for retry; 123 distinct targeted tests across runs and 6 real VM cleanup/retry assertions; primary hotfixed
rpc,mail.delete_mailbox,daemon/handlers_mail.py,delete_mailbox,kernel-peer-uid; root-credential; policy=domain_owner,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active; BSA-2026-045: domain-wide spam rules/prefs cleanup; retain cache for retry; 123 distinct targeted tests across runs and 6 real VM cleanup/retry assertions; primary hotfixed
rpc,mail.forward.create,daemon/handlers_mail.py,create_forward,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,mail.forward.delete,daemon/handlers_mail.py,delete_forward,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,mail.forward.list,daemon/handlers_mail.py,list_forwards,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,mail.list_mailboxes,daemon/handlers_mail.py,list_mailboxes,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active
rpc,mail.spamfilter.get,daemon/handlers_mail.py,get_spam_filter,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-fixed,"spam-filter consistency hardening: 89 mail/spamfilter/RPC-authority tests; VM canary verified per-domain prefs/DB rollback, global local.cf lint-before-apply, global DB failure restore, and primary hashes deployed"
rpc,mail.spamfilter.set,daemon/handlers_mail.py,set_spam_filter,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-fixed,"spam-filter consistency hardening: 89 mail/spamfilter/RPC-authority tests; VM canary verified per-domain prefs/DB rollback, global local.cf lint-before-apply, global DB failure restore, and primary hashes deployed"
rpc,maillog.delivery,daemon/maillog.py,get_delivery_log,kernel-peer-uid; root-credential; policy=account_username,pending,
rpc,mailqueue.delete,daemon/mailqueue.py,delete_message,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,mailqueue.delete_all,daemon/mailqueue.py,delete_all,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,mailqueue.flush,daemon/mailqueue.py,flush_message,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,mailqueue.flush_all,daemon/mailqueue.py,flush_all,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,mailqueue.list,daemon/mailqueue.py,list_queue,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,maintenance.get,daemon/handlers_maintenance.py,get_maintenance,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
rpc,maintenance.list_active,daemon/handlers_maintenance.py,list_active_maintenance,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
rpc,maintenance.set,daemon/handlers_maintenance.py,set_maintenance,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
rpc,maintenance.sweep_expired,daemon/server.py,<lambda>,kernel-peer-uid; root-credential; policy=root_internal,pending,
rpc,malware.engine.status,daemon/malware.py,engine_status,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,malware.finding.ignore,daemon/malware.py,ignore,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,malware.finding.list,daemon/malware.py,list_findings,kernel-peer-uid; root-credential; policy=mixed_admin_or_account,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,malware.finding.quarantine,daemon/malware.py,quarantine,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,malware.finding.restore,daemon/malware.py,restore,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,malware.scan.get,daemon/malware.py,get_scan,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,malware.scan.list,daemon/malware.py,list_scans,kernel-peer-uid; root-credential; policy=mixed_admin_or_account,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,malware.scan.start,daemon/malware.py,trigger_scan,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,monitoring.check,daemon/monitoring.py,check_services,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,monitoring.history,daemon/monitoring.py,get_history,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,monitoring.settings.get,daemon/monitoring.py,get_settings,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,monitoring.settings.set,daemon/monitoring.py,set_settings,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,nameservers.list,daemon/nameservers.py,list_nameservers,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,nameservers.reset,daemon/nameservers.py,reset_nameservers,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,nameservers.set,daemon/nameservers.py,set_nameservers,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,namespace.bulk_enable.get,daemon/nsisolation.py,get_bulk_enable_job,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,namespace.bulk_enable.trigger,daemon/nsisolation.py,trigger_bulk_enable,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,namespace.disable,daemon/nsisolation.py,disable_namespace,kernel-peer-uid; root-credential; policy=admin_account_username,pending,
rpc,namespace.enable,daemon/nsisolation.py,enable_namespace,kernel-peer-uid; root-credential; policy=admin_account_username,pending,
rpc,namespace.health_summary,daemon/nsisolation.py,health_summary,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,namespace.status,daemon/nsisolation.py,namespace_status,kernel-peer-uid; root-credential; policy=account_username,pending,
rpc,notes.add,daemon/handlers_notes.py,add_note,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,Source role/query/output review; author stamped by verified root principal; tests/test_feature_scope_review.py; test_notes.py; test_rpc_dispatch_security.py
rpc,notes.list,daemon/handlers_notes.py,list_notes,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,Source role/query/output review; author stamped by verified root principal; tests/test_feature_scope_review.py; test_notes.py; test_rpc_dispatch_security.py
rpc,notifications.prefs.get,daemon/notifications.py,get_prefs,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
rpc,notifications.prefs.set,daemon/notifications.py,set_prefs,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
rpc,notifications.settings.get,daemon/notifications.py,get_settings,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
rpc,notifications.settings.set,daemon/notifications.py,set_settings,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
rpc,ols.admin.password.reset,daemon/ols.py,reset_admin_password,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,ols.admin.password.reveal,daemon/ols.py,reveal_admin_password,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,ols.admin.reload,daemon/ols.py,graceful_reload,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,ols.admin.settings.update,daemon/ols.py,update_admin_settings,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,ols.admin.status,daemon/ols.py,admin_status,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,onboarding.get,daemon/onboarding.py,get_onboarding,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,Source account/query/output review; tests/test_feature_scope_review.py and test_onboarding.py; owner success; peer and anonymous denial
rpc,onboarding.set,daemon/onboarding.py,set_onboarding,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,Source account/query/output review; tests/test_feature_scope_review.py and test_onboarding.py; owner success; peer and anonymous denial
rpc,panel.config.start,daemon/panel_jobs.py,start,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Admin-only listener jobs; root-private recovery journal, bounded queue, listener checks and rollback; remaining-admin-mail-review.log"
rpc,panel.config.status,daemon/panel_jobs.py,status,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Admin-only listener jobs; root-private recovery journal, bounded queue, listener checks and rollback; remaining-admin-mail-review.log"
rpc,panel_user.create,daemon/handlers_auth.py,create_panel_user,kernel-peer-uid; root-credential; policy=root_internal,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,panel_user.set_password,daemon/handlers_auth.py,set_panel_user_password,kernel-peer-uid; root-credential; policy=self_with_current_password_or_admin,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,parked.add,daemon/parked.py,add_parked_domain,kernel-peer-uid; root-credential; policy=account_username,pending,
rpc,parked.list,daemon/parked.py,list_parked_domains,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,parked.remove,daemon/parked.py,remove_parked_domain,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,php_ext.list,daemon/phpext.py,list_extensions,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,php_ext.reset,daemon/phpext.py,reset_extensions,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-070; php-extension-path-security.log:25 passed; no-follow descriptor canaries
rpc,php_ext.set,daemon/phpext.py,set_extensions,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-070; php-extension-path-security.log:25 passed; no-follow descriptor canaries
rpc,php_functions.delete,daemon/phpfunctions.py,delete_override,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,php_functions.get,daemon/phpfunctions.py,get_overrides,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,php_functions.set,daemon/phpfunctions.py,set_override,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,php_ini.get,daemon/handlers_php_ini.py,get_php_ini,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,php_ini.reset,daemon/handlers_php_ini.py,reset_php_ini,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,"scanner-cloudflare-review.log:119 passed; account scoping, directive validation and safe file writes"
rpc,php_ini.set,daemon/handlers_php_ini.py,set_php_ini,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,"scanner-cloudflare-review.log:119 passed; account scoping, directive validation and safe file writes"
rpc,plan.apply,daemon/plans.py,apply_plan,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,plan.create,daemon/plans.py,create_plan,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,plan.delete,daemon/plans.py,delete_plan,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,plan.get,daemon/plans.py,get_plan,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,plan.list,daemon/plans.py,list_plans,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,plan.update,daemon/plans.py,update_plan,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
rpc,pma.token.create,daemon/pma.py,create_token,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"PMA token hardening: 18 PMA unit/sign-on tests plus 1 exact-grant MariaDB test; VM token canary minted temp DB token, verified 0640 regular token file, expired cleanup dropped ephemeral DB user/file/row and dropped temp DB; primary hash deployed"
rpc,portable.export.prepare,daemon/portable_archive.py,prepare_download,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-077/078: cPanel and portable import source review; import-boundary-tests.log 66 passed; import-link-cycle-test.log; VM import-path acceptance canaries.
rpc,portable.import.get,daemon/portable_archive.py,get_job,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-077/078: cPanel and portable import source review; import-boundary-tests.log 66 passed; import-link-cycle-test.log; VM import-path acceptance canaries.
rpc,portable.import.list,daemon/portable_archive.py,list_jobs,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-077/078: cPanel and portable import source review; import-boundary-tests.log 66 passed; import-link-cycle-test.log; VM import-path acceptance canaries.
rpc,portable.import.trigger,daemon/portable_archive.py,trigger_import,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-077/078: cPanel and portable import source review; import-boundary-tests.log 66 passed; import-link-cycle-test.log; VM import-path acceptance canaries.
rpc,processes.kill,daemon/procmanager.py,kill_process,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-079: process RPC source review; process/dns/namespace focused suite 57 passed; VM process-signal kernel boundary canary.
rpc,processes.list,daemon/procmanager.py,list_processes,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-079: process RPC source review; process/dns/namespace focused suite 57 passed; VM process-signal kernel boundary canary.
rpc,redirect.create,daemon/handlers_redirect.py,create_redirect,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
rpc,redirect.delete,daemon/handlers_redirect.py,delete_redirect,kernel-peer-uid; root-credential; policy=account_and_domain,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
